"No.","Time","Source","Destination","Protocol","Length","Info","rssi"
"26709","47.789395","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-54,-56,-58,-83,-83"
"26710","47.795359","fe80::1731:9030:71de:13db","ff02::fb","MDNS","179","Standard query 0x0000 A BRNB422009EE2EF.local, ""QM"" question","-80,-91,-88,-83,-83"
"26711","47.814568","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2652, FN=0, Flags=.p....F.",""
"26712","47.814645","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"26713","47.814908","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2653, FN=0, Flags=.p....F.",""
"26714","47.814954","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"26716","47.821300","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2654, FN=0, Flags=.p....F.",""
"26717","47.821371","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-47,-83,-83"
"26718","47.821644","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2655, FN=0, Flags=.p....F.",""
"26719","47.821690","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"26721","47.823494","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2656, FN=0, Flags=.p....F.",""
"26722","47.823561","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"26723","47.823835","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2657, FN=0, Flags=.p....F.",""
"26724","47.823880","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-48,-83,-83"
"26726","47.841432","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2658, FN=0, Flags=.p....F.",""
"26727","47.841495","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-51,-47,-83,-83"
"26728","47.841897","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"26729","47.841879","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2659, FN=0, Flags=.p....F.",""
"26731","47.844138","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2660, FN=0, Flags=.p....F.",""
"26732","47.844199","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-48,-83,-83"
"26733","47.844481","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2661, FN=0, Flags=.p....F.",""
"26734","47.844531","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-48,-83,-83"
"26739","47.848415","ASUSTekCOMPU_a8:18:d4","Intel_ec:d9:61","802.11","554","Data, SN=1168, FN=0, Flags=.p....F.",""
"26740","47.848474","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-56,-43,-83,-83"
"26741","47.848614","ASUSTekCOMPU_a8:18:d4","Intel_ec:d9:61","802.11","538","Data, SN=1169, FN=0, Flags=.p....F.",""
"26742","47.848669","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-54,-43,-83,-83"
"26747","47.861375","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"26748","47.861341","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2662, FN=0, Flags=.p....F.",""
"26749","47.861564","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2663, FN=0, Flags=.p....F.",""
"26750","47.861609","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-46,-83,-83"
"26752","47.863671","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2664, FN=0, Flags=.p....F.",""
"26753","47.863733","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"26754","47.864011","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2665, FN=0, Flags=.p....F.",""
"26755","47.864054","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"26757","47.869951","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2666, FN=0, Flags=.p....F.",""
"26758","47.870018","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-48,-83,-83"
"26759","47.870300","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2667, FN=0, Flags=.p....F.",""
"26760","47.870344","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"26762","47.874761","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","109","Data, SN=1543, FN=0, Flags=.p....F.",""
"26763","47.874768","ASUSTekCOMPU_a8:18:d4","Intel_ec:d9:61","802.11","116","Data, SN=2618, FN=0, Flags=.p....F.",""
"26764","47.874841","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-54,-56,-58,-83,-83"
"26765","47.874853","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-54,-43,-83,-83"
"26766","47.874960","ASUSTekCOMPU_a8:18:d4","Intel_ec:d9:61","802.11","116","Data, SN=2619, FN=0, Flags=.p....F.",""
"26767","47.875033","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-52,-42,-83,-83"
"26768","47.875482","ASUSTekCOMPU_a8:18:d4","Intel_ec:d9:61","802.11","1325","Data, SN=2620, FN=0, Flags=.p....F.",""
"26769","47.875545","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-52,-42,-83,-83"
"26770","47.876053","ASUSTekCOMPU_a8:18:d4","Intel_ec:d9:61","802.11","1325","Data, SN=2621, FN=0, Flags=.p....F.",""
"26771","47.876112","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-52,-42,-83,-83"
"26772","47.876253","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","222","Data, SN=1544, FN=0, Flags=.p....F.",""
"26773","47.876305","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-54,-56,-58,-83,-83"
"26774","47.876588","ASUSTekCOMPU_a8:18:d4","Intel_ec:d9:61","802.11","1325","Data, SN=2622, FN=0, Flags=.p....F.",""
"26775","47.876649","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-52,-42,-83,-83"
"26776","47.876980","ASUSTekCOMPU_a8:18:d4","Intel_ec:d9:61","802.11","385","Data, SN=2623, FN=0, Flags=.p....F.",""
"26777","47.877035","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-52,-42,-83,-83"
"26778","47.877496","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-53,-42,-83,-83"
"26779","47.877475","ASUSTekCOMPU_a8:18:d4","Intel_ec:d9:61","802.11","690","Data, SN=2624, FN=0, Flags=.p....F.",""
"26780","47.877828","ASUSTekCOMPU_a8:18:d4","Intel_ec:d9:61","802.11","100","Data, SN=2625, FN=0, Flags=.p....F.",""
"26781","47.877872","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-52,-42,-83,-83"
"26782","47.878051","ASUSTekCOMPU_a8:18:d4","Intel_ec:d9:61","802.11","98","Data, SN=2626, FN=0, Flags=.p....F.",""
"26783","47.878095","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-52,-42,-83,-83"
"26787","47.886626","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2668, FN=0, Flags=.p....F.",""
"26788","47.886705","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"26789","47.886964","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2669, FN=0, Flags=.p....F.",""
"26790","47.887009","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"26791","47.888240","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"26792","47.888217","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2670, FN=0, Flags=.p....F.",""
"26793","47.888459","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2671, FN=0, Flags=.p....F.",""
"26794","47.888504","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"26797","47.903615","ASUSTekCOMPU_a8:18:d4","Intel_ec:d9:61","802.11","196","Data, SN=2627, FN=0, Flags=.p....F.",""
"26798","47.903783","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-52,-43,-83,-83"
"26799","47.904119","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2672, FN=0, Flags=.p....F.",""
"26800","47.904178","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"26801","47.904465","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2673, FN=0, Flags=.p....F.",""
"26802","47.904513","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"26803","47.908214","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2674, FN=0, Flags=.p....F.",""
"26804","47.908348","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"26805","47.908936","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2675, FN=0, Flags=.p....F.",""
"26806","47.909006","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"26809","47.923811","fe80::1b98:4e20:2479:d08f","ff02::1:3","LLMNR","173","Standard query 0xb009 A BRN94DDF8153AB6","-80,-92,-88,-83,-83"
"26810","47.924089","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2676, FN=0, Flags=.p....F.",""
"26811","47.924144","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-50,-49,-83,-83"
"26812","47.924427","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2677, FN=0, Flags=.p....F.",""
"26813","47.924472","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"26818","47.931284","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-55,-57,-58,-83,-83"
"26819","47.931315","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","117","Data, SN=1545, FN=0, Flags=.p....F.",""
"26820","47.931503","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","117","Data, SN=1546, FN=0, Flags=.p....F.",""
"26821","47.931530","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-55,-57,-58,-83,-83"
"26827","47.933780","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-55,-57,-58,-83,-83"
"26829","47.933923","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","105","Data, SN=1547, FN=0, Flags=.p....F.",""
"26830","47.934259","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-55,-57,-58,-83,-83"
"26831","47.934281","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-54,-56,-58,-83,-83"
"26832","47.934316","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","105","Data, SN=1548, FN=0, Flags=.p....F.",""
"26833","47.934324","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","105","Data, SN=1549, FN=0, Flags=.p....F.",""
"26834","47.934680","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","105","Data, SN=1550, FN=0, Flags=.p....F.",""
"26835","47.934745","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-54,-56,-58,-83,-83"
"26836","47.935001","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-54,-56,-57,-83,-83"
"26837","47.934965","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","101","Data, SN=1551, FN=0, Flags=.p....F.",""
"26838","47.937897","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","192","Data, SN=1552, FN=0, Flags=.p....F.",""
"26839","47.937954","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-54,-56,-58,-83,-83"
"26841","47.938843","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-54,-56,-58,-83,-83"
"26842","47.938891","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","105","Data, SN=1553, FN=0, Flags=.p....F.",""
"26843","47.940272","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-54,-56,-58,-83,-83"
"26845","47.940395","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","294","Data, SN=1554, FN=0, Flags=.p....F.",""
"26848","47.942673","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-55,-57,-58,-83,-83"
"26849","47.942714","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","105","Data, SN=1555, FN=0, Flags=.p....F.",""
"26853","47.946446","ASUSTekCOMPU_a8:18:d4","Intel_ec:d9:61","802.11","611","Data, SN=2628, FN=0, Flags=.p....F.",""
"26854","47.946524","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-54,-42,-83,-83"
"26855","47.946682","ASUSTekCOMPU_a8:18:d4","Intel_ec:d9:61","802.11","98","Data, SN=2629, FN=0, Flags=.p....F.",""
"26856","47.946722","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-52,-42,-83,-83"
"26858","47.955864","DallasSemico_34:53:cd","Broadcast","802.11","355","Data, SN=2523, FN=0, Flags=.pm...F.","-78,-85,-82,-83,-83"
"26859","47.956199","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2678, FN=0, Flags=.p....F.",""
"26860","47.956255","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-51,-47,-83,-83"
"26861","47.956525","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2679, FN=0, Flags=.p....F.",""
"26862","47.956570","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-47,-83,-83"
"26864","47.963209","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","113","Data, SN=1556, FN=0, Flags=.p....F.",""
"26865","47.963268","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-55,-57,-59,-83,-83"
"26866","47.963925","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2680, FN=0, Flags=.p....F.",""
"26867","47.963998","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-51,-47,-83,-83"
"26868","47.964279","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-48,-83,-83"
"26869","47.964255","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","522","Data, SN=2681, FN=0, Flags=.p....F.",""
"26870","47.964655","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","1323","Data, SN=1557, FN=0, Flags=.p....F.",""
"26871","47.964701","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-53,-55,-56,-83,-83"
"26872","47.965150","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"26873","47.965129","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2682, FN=0, Flags=.p....F.",""
"26874","47.965432","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2683, FN=0, Flags=.p....F.",""
"26875","47.965494","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-49,-83,-83"
"26876","47.965841","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","1323","Data, SN=1558, FN=0, Flags=.p....F.",""
"26877","47.965889","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-53,-55,-56,-83,-83"
"26878","47.966088","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","363","Data, SN=1559, FN=0, Flags=.p....F.",""
"26879","47.966170","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-53,-55,-56,-83,-83"
"26880","47.966392","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","1021","Data, SN=1560, FN=0, Flags=.p....F.",""
"26881","47.966444","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-52,-54,-56,-83,-83"
"26892","47.979606","HewlettPacka_20:20:b5","Broadcast","ARP","138","Who has 10.100.5.245? Tell 169.254.61.78","-80,-92,-89,-83,-83"
"26893","47.981838","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2684, FN=0, Flags=.p....F.",""
"26894","47.981908","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-46,-83,-83"
"26895","47.982178","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2685, FN=0, Flags=.p....F.",""
"26896","47.982222","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"26898","47.985167","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2686, FN=0, Flags=.p....F.",""
"26899","47.985244","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-49,-83,-83"
"26900","47.985506","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2687, FN=0, Flags=.p....F.",""
"26901","47.985552","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-46,-48,-83,-83"
"26903","47.987978","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","200","Data, SN=1561, FN=0, Flags=.p....F.",""
"26904","47.988042","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-55,-57,-58,-83,-83"
"26905","47.988893","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-54,-56,-58,-83,-83"
"26906","47.988759","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","98","Data, SN=1562, FN=0, Flags=.p....F.",""
"26907","47.988966","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-55,-56,-59,-83,-83"
"26908","47.988947","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","98","Data, SN=1563, FN=0, Flags=.p....F.",""
"26909","47.989370","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-54,-56,-58,-83,-83"
"26910","47.989351","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","98","Data, SN=1564, FN=0, Flags=.p....F.",""
"26911","47.994657","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","102","Data, SN=1565, FN=0, Flags=.p....F.",""
"26912","47.994699","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-55,-57,-58,-83,-83"
"26914","47.996668","ASUSTekCOMPU_a8:18:d4","Intel_ec:d9:61","802.11","100","Data, SN=2630, FN=0, Flags=.p....F.",""
"26915","47.996735","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-53,-42,-83,-83"
"26916","47.998531","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2688, FN=0, Flags=.p....F.",""
"26917","47.998595","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-48,-83,-83"
"26918","47.998872","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2689, FN=0, Flags=.p....F.",""
"26919","47.998928","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"26921","48.004662","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2690, FN=0, Flags=.p....F.",""
"26922","48.004724","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-47,-83,-83"
"26923","48.005001","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2691, FN=0, Flags=.p....F.",""
"26924","48.005047","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"26926","48.013065","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"26927","48.013015","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2692, FN=0, Flags=.p....F.",""
"26928","48.013269","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2693, FN=0, Flags=.p....F.",""
"26929","48.013326","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"26931","48.015574","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2694, FN=0, Flags=.p....F.",""
"26932","48.015672","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-48,-83,-83"
"26933","48.015919","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2695, FN=0, Flags=.p....F.",""
"26934","48.015982","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-48,-83,-83"
"26936","48.034604","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2696, FN=0, Flags=.p....F.",""
"26937","48.034718","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"26938","48.034925","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2697, FN=0, Flags=.p....F.",""
"26939","48.034991","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-48,-83,-83"
"26940","48.035507","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2698, FN=0, Flags=.p....F.",""
"26941","48.035569","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-49,-83,-83"
"26942","48.035847","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2699, FN=0, Flags=.p....F.",""
